1,1
2,1
3,0
4,1
5,1
6,1
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,0
20,1
21,1
22,1
23,0
24,0
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,0
36,0
37,1
38,1
39,1
40,0
41,1
42,0
43,1
44,1
45,0
46,1
47,1
48,0
49,1
50,1
51,1
52,1
53,0
54,1
55,1
56,0
57,0
58,1
59,1
60,1
61,1
62,1
63,0
64,0
65,1
66,0
67,0
68,1
69,1
70,1
71,0
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,0
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,0
103,1
104,1
105,0
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,1
119,1
120,1
121,0
122,1
123,0
124,1
125,0
126,0
127,0
128,0
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,0
143,1
144,1
145,1
146,1
147,1
148,1
149,0
150,1
151,0
152,1
153,1
154,0
155,1
156,0
157,1
158,1
159,0
160,1
161,1
162,0
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,1
